rowid,Name,IsFirst,PostSide,Pool,Result,Enemy
1951,Tenpai,False,True,0,1,Runick3
1952,Runick3,True,True,0,0,Tenpai
1953,Tenpai,False,True,0,0,Yubel
1954,Yubel,True,True,0,1,Tenpai
1955,Tenpai,False,False,0,0,Labrynth
1956,Labrynth,True,False,0,1,SnakeEyes
1957,Labrynth,True,False,0,1,Tenpai
1958,SnakeEyes,False,False,0,0,Labrynth
1959,Yubel,True,False,0,1,Tenpai
1960,Tenpai,False,False,0,0,Yubel
1961,Tenpai,False,True,0,0,Labrynth
1962,Labrynth,True,True,0,1,Tenpai
1963,Tenpai,False,True,0,1,Runick3
1964,Runick3,True,True,0,0,Tenpai
1965,SnakeEyes,False,True,0,1,Labrynth
1966,Labrynth,True,True,0,0,SnakeEyes
1967,Tenpai,False,True,0,0,Yubel
1968,Yubel,True,True,0,1,Tenpai
1969,Runick3,True,False,0,1,Tenpai
1970,Tenpai,False,False,0,0,Runick3
1971,Branded,False,False,0,0,Labrynth
1972,Labrynth,True,False,0,1,Branded
1973,Labrynth,False,False,0,0,Labrynth
1974,Labrynth,True,False,0,1,Labrynth
1975,Labrynth2,False,False,0,1,Labrynth
1976,Labrynth,True,False,0,0,Labrynth2
1977,Runick,True,False,0,0,Labrynth
1978,Labrynth,False,False,0,1,Runick
1979,Labrynth,True,True,0,0,Branded
1980,Branded,False,True,0,1,Labrynth
1981,Labrynth2,True,True,0,0,Labrynth
1982,Labrynth,False,True,0,1,Labrynth2
1983,Labrynth,False,True,0,0,Labrynth
1984,Labrynth,True,True,0,1,Labrynth
1985,Labrynth,True,True,0,0,Runick
1986,Runick,False,True,0,1,Labrynth
1987,Branded,True,True,0,0,Labrynth
1988,Labrynth,False,True,0,1,Branded
1989,Labrynth,False,True,0,1,Runick
1990,Runick,True,True,0,0,Labrynth
1991,Labrynth,True,True,0,0,Labrynth2
1992,Labrynth2,False,True,0,1,Labrynth
1993,Labrynth,True,False,0,1,Labrynth
1994,Labrynth,False,False,0,0,Labrynth
1995,Branded,False,False,0,1,Labrynth
1996,Labrynth,True,False,0,0,Branded
1997,Labrynth,True,False,0,1,Runick
1998,Runick,False,False,0,0,Labrynth
1999,Labrynth,False,True,0,1,Branded
2000,Labrynth2,True,False,0,1,Labrynth
2001,Branded,True,True,0,0,Labrynth
2002,Labrynth,False,False,0,0,Labrynth2
2003,Labrynth,False,True,0,0,Labrynth
2004,Labrynth,True,True,0,1,Labrynth
2005,Labrynth,True,True,0,0,Runick
2006,Runick,False,True,0,1,Labrynth
2007,Labrynth2,True,True,0,1,Labrynth
2008,Labrynth,False,True,0,0,Labrynth2
2009,Labrynth,False,False,0,1,Labrynth2
2010,Labrynth2,True,False,0,0,Labrynth
2011,Labrynth,True,False,0,0,Labrynth
2012,Labrynth,False,False,0,1,Labrynth
2013,Labrynth,True,True,0,1,Labrynth2
2014,Branded,False,True,0,0,Labrynth
2015,Labrynth2,False,True,0,0,Labrynth
2016,Labrynth,True,True,0,1,Branded
2017,Runick,True,True,0,0,Labrynth
2018,Labrynth,False,True,0,1,Runick
2019,Branded,False,False,0,0,Labrynth
2020,Labrynth,True,False,0,1,Branded
2021,Labrynth,False,True,0,0,Labrynth
2022,Labrynth,True,True,0,1,Labrynth
2023,Labrynth,True,False,0,0,Runick
2024,Runick,False,False,0,1,Labrynth
2025,Labrynth,True,True,0,0,Branded
2026,Branded,False,True,0,1,Labrynth
2027,Labrynth2,False,False,0,0,Labrynth
2028,Labrynth,True,False,0,1,Labrynth2
2029,Runick,True,True,0,0,Labrynth
2030,Labrynth,False,True,0,1,Runick
2031,Labrynth,False,True,0,1,Branded
2032,Branded,True,True,0,0,Labrynth
2033,Labrynth2,False,True,0,0,Labrynth
2034,Labrynth,True,True,0,1,Labrynth2
2035,Labrynth,False,False,0,0,Labrynth
2036,Labrynth,True,False,0,1,Labrynth
2037,Labrynth,True,True,0,1,Runick
2038,Runick,False,True,0,0,Labrynth
2039,Labrynth,True,False,0,1,Branded
2040,Branded,False,False,0,0,Labrynth
2041,Labrynth2,False,False,0,0,Labrynth
2042,Labrynth,True,False,0,1,Labrynth2
2043,Labrynth,False,True,0,1,Labrynth
2044,Labrynth,True,True,0,0,Labrynth
2045,Labrynth,True,True,0,0,Branded
2046,Branded,False,True,0,1,Labrynth
2047,Runick,False,False,0,0,Labrynth
2048,Labrynth,True,False,0,1,Runick
2049,Labrynth,False,True,0,1,Labrynth
2050,Labrynth,True,True,0,0,Labrynth
2051,Labrynth,True,True,0,1,Labrynth2
2052,Labrynth2,False,True,0,0,Labrynth
2053,Labrynth,True,True,0,0,Runick
2054,Runick,False,True,0,1,Labrynth
2055,Labrynth,True,False,0,0,Labrynth
2056,Labrynth,False,False,0,1,Labrynth
2057,Labrynth,False,True,0,1,Branded
2058,Branded,True,True,0,0,Labrynth
2059,Labrynth,True,False,0,1,Branded
2060,Branded,False,False,0,0,Labrynth
2061,Labrynth,True,False,0,0,Labrynth2
2062,Labrynth2,False,False,0,1,Labrynth
2063,Labrynth,False,True,0,1,Runick
2064,Runick,True,True,0,0,Labrynth
2065,Labrynth,False,True,0,0,Labrynth
2066,Labrynth,True,True,0,1,Labrynth
2067,Runick,False,False,0,0,Labrynth
2068,Labrynth,True,False,0,1,Runick
2069,Labrynth,True,True,0,1,Branded
2070,Branded,False,True,0,0,Labrynth
2071,Labrynth,False,False,0,0,Labrynth
2072,Labrynth,True,False,0,1,Labrynth
2073,Labrynth2,True,True,0,0,Labrynth
2074,Labrynth,False,True,0,1,Labrynth2
2075,Runick,False,True,0,0,Labrynth
2076,Labrynth,True,True,0,1,Runick
2077,Branded,False,False,0,1,Labrynth
2078,Labrynth,True,False,0,0,Branded
2079,Labrynth,False,True,0,1,Labrynth
2080,Labrynth,True,True,0,0,Labrynth
2081,Labrynth,True,False,0,1,Runick
2082,Runick,False,False,0,0,Labrynth
2083,Labrynth2,False,True,0,0,Labrynth
2084,Labrynth,True,True,0,1,Labrynth2
2085,Branded,True,True,0,0,Labrynth
2086,Labrynth,False,True,0,1,Branded
2087,Labrynth,True,True,0,1,Branded
2088,Branded,False,True,0,0,Labrynth
2089,Runick,False,True,0,1,Labrynth
2090,Labrynth,True,True,0,0,Runick
2091,Labrynth,False,True,0,1,Labrynth
2092,Labrynth,True,True,0,0,Labrynth
2093,Labrynth,True,False,0,0,Labrynth2
2094,Labrynth2,False,False,0,1,Labrynth
2095,Branded,False,False,0,0,Labrynth
2096,Labrynth,True,False,0,1,Branded
2097,Labrynth,False,True,0,1,Labrynth2
2098,Labrynth2,True,True,0,0,Labrynth
2099,Labrynth,False,True,0,0,Runick
2100,Runick,True,True,0,1,Labrynth
2101,Labrynth,False,False,0,0,Labrynth
2102,Branded,False,True,0,0,Labrynth
2103,Labrynth,True,False,0,1,Labrynth
2104,Labrynth,True,True,0,1,Branded
2105,Labrynth2,False,True,0,0,Labrynth
2106,Labrynth,True,True,0,1,Labrynth2
2107,Labrynth,True,False,0,1,Branded
2108,Branded,False,False,0,0,Labrynth
2109,Labrynth,True,False,0,1,Labrynth2
2110,Labrynth2,False,False,0,0,Labrynth
2111,Labrynth,False,False,0,1,Runick
2112,Runick,True,False,0,0,Labrynth
2113,Labrynth,True,True,0,0,Labrynth
2114,Labrynth,False,True,0,1,Labrynth
2115,Branded,False,True,0,0,Labrynth
2116,Labrynth,True,True,0,1,Branded
2117,Labrynth,False,True,0,1,Labrynth
2118,Labrynth,True,True,0,0,Labrynth
2119,Runick,False,True,0,0,Labrynth
2120,Labrynth,True,True,0,1,Runick
2121,Labrynth,True,True,0,1,Labrynth2
2122,Labrynth2,False,True,0,0,Labrynth
2123,Branded,False,False,0,0,Labrynth
2124,Labrynth,True,False,0,1,Branded
2125,Labrynth,True,False,0,1,Runick
2126,Runick,False,False,0,0,Labrynth
2127,Labrynth,True,False,0,1,Labrynth2
2128,Labrynth2,False,False,0,0,Labrynth
2129,Runick,False,True,0,0,Labrynth
2130,Labrynth,True,True,0,1,Runick
2131,Labrynth,False,False,0,1,Labrynth
2132,Labrynth,True,False,0,0,Labrynth
2133,Branded,False,True,0,0,Labrynth
2134,Labrynth,True,True,0,1,Branded
2135,Labrynth,False,True,0,0,Labrynth
2136,Labrynth,True,True,0,1,Labrynth
2137,Labrynth,True,False,0,1,Branded
2138,Branded,False,False,0,0,Labrynth
2139,Labrynth,True,True,0,1,Labrynth2
2140,Labrynth2,False,True,0,0,Labrynth
2141,Labrynth,True,False,0,1,Runick
2142,Runick,False,False,0,0,Labrynth
2143,Labrynth,False,False,0,0,Labrynth
2144,Labrynth,True,False,0,1,Labrynth
2145,Branded,False,True,0,0,Labrynth
2146,Labrynth,True,True,0,1,Branded
2147,Labrynth,False,True,0,0,Labrynth
2148,Labrynth,True,True,0,1,Labrynth
2149,Labrynth,True,True,0,1,Runick
2150,Runick,False,True,0,0,Labrynth
2151,Labrynth,True,False,0,1,Branded
2152,Branded,False,False,0,0,Labrynth
2153,Labrynth,True,False,0,1,Labrynth2
2154,Labrynth2,False,False,0,0,Labrynth
2155,Labrynth,False,False,0,0,Labrynth
2156,Labrynth,True,False,0,1,Labrynth
2157,Labrynth,True,False,0,1,Runick
2158,Runick,False,False,0,0,Labrynth
2159,Branded,False,True,0,1,Labrynth
2160,Labrynth,True,True,0,0,Branded
2161,Runick,False,True,0,1,Labrynth
2162,Labrynth,True,True,0,0,Runick
2163,Labrynth2,False,True,0,0,Labrynth
2164,Labrynth,True,True,0,1,Labrynth2
2165,Labrynth,True,True,0,1,Labrynth
2166,Labrynth,False,True,0,0,Labrynth
2167,Branded,True,True,0,0,Labrynth
2168,Labrynth,False,True,0,1,Branded
2169,Runick,True,True,0,0,Labrynth
2170,Labrynth,False,True,0,1,Runick
2171,Labrynth,False,False,0,1,Labrynth
2172,Labrynth,True,False,0,0,Labrynth
2173,Branded,False,False,0,0,Labrynth
2174,Labrynth,True,False,0,1,Branded
2175,Labrynth,True,False,0,1,Labrynth2
2176,Labrynth2,False,False,0,0,Labrynth
2177,Labrynth,True,False,0,0,Runick
2178,Runick,False,False,0,1,Labrynth
2179,Labrynth,True,True,0,1,Branded
2180,Branded,False,True,0,0,Labrynth
2181,Labrynth,False,True,0,1,Runick
2182,Runick,True,True,0,0,Labrynth
2183,Labrynth2,False,True,0,1,Labrynth
2184,Labrynth,True,True,0,0,Labrynth2
2185,Labrynth,True,True,0,0,Labrynth
2186,Labrynth,False,True,0,1,Labrynth
2187,Runick,False,True,0,0,Labrynth
2188,Labrynth,True,True,0,1,Runick
2189,Labrynth,True,True,0,1,Labrynth
2190,Labrynth,False,True,0,0,Labrynth
2191,Labrynth,False,True,0,0,Labrynth2
2192,Labrynth2,True,True,0,1,Labrynth
2193,Labrynth,True,False,0,1,Branded
2194,Branded,False,False,0,0,Labrynth
2195,Runick,False,False,0,1,Labrynth
2196,Labrynth,True,False,0,0,Runick
2197,Labrynth2,True,False,0,1,Labrynth
2198,Labrynth,False,False,0,0,Labrynth2
2199,Runick,True,True,0,1,Labrynth
2200,Labrynth,False,True,0,0,Runick
2201,Labrynth,False,True,0,1,Labrynth2
2202,Labrynth2,True,True,0,0,Labrynth
2203,Branded,False,True,0,0,Labrynth
2204,Labrynth,True,True,0,1,Branded
2205,Labrynth,False,False,0,1,Labrynth
2206,Labrynth,True,False,0,0,Labrynth
2207,Branded,False,False,0,0,Labrynth
2208,Labrynth,True,False,0,1,Branded
2209,Labrynth,True,True,0,1,Labrynth2
2210,Labrynth2,False,True,0,0,Labrynth
2211,Branded,False,True,0,0,Labrynth
2212,Labrynth,True,True,0,1,Branded
2213,Labrynth,False,False,0,1,Runick
2214,Runick,True,False,0,0,Labrynth
2215,Labrynth,True,False,0,0,Labrynth2
2216,Labrynth2,False,False,0,1,Labrynth
2217,Labrynth,True,False,0,0,Branded
2218,Branded,False,False,0,1,Labrynth
2219,Runick,False,True,0,0,Labrynth
2220,Labrynth,True,True,0,1,Runick
2221,Labrynth,True,True,0,1,Labrynth
2222,Labrynth,False,True,0,0,Labrynth
2223,Labrynth,False,True,0,1,Labrynth2
2224,Labrynth2,True,True,0,0,Labrynth
2225,Labrynth,True,False,0,1,Runick
2226,Runick,False,False,0,0,Labrynth
2227,Labrynth,False,True,0,1,Branded
2228,Branded,True,True,0,0,Labrynth
2229,Labrynth2,False,True,0,0,Labrynth
2230,Labrynth,True,True,0,1,Labrynth2
2231,Labrynth,True,False,0,1,Labrynth
2232,Labrynth,False,False,0,0,Labrynth
2233,Branded,False,True,0,0,Labrynth
2234,Runick,False,True,0,1,Labrynth
2235,Labrynth,True,True,0,1,Branded
2236,Labrynth,True,True,0,0,Runick
2237,Labrynth,True,False,0,0,Labrynth2
2238,Labrynth2,False,False,0,1,Labrynth
2239,Labrynth,False,True,0,1,Labrynth
2240,Labrynth,True,True,0,0,Labrynth
2241,Runick,True,True,0,0,Labrynth
2242,Labrynth,False,True,0,1,Runick
2243,Labrynth2,True,True,0,0,Labrynth
2244,Labrynth,False,True,0,1,Labrynth2
2245,Labrynth,False,True,0,0,Labrynth
2246,Labrynth,True,True,0,1,Labrynth
2247,Branded,False,False,0,0,Labrynth
2248,Labrynth,True,False,0,1,Branded
2249,Labrynth,True,False,0,1,Runick
2250,Runick,False,False,0,0,Labrynth
2251,Labrynth,True,False,0,1,Labrynth
2252,Labrynth,False,False,0,0,Labrynth
2253,Labrynth,True,True,0,0,Labrynth2
2254,Labrynth2,False,True,0,1,Labrynth
2255,Labrynth,True,True,0,0,Branded
2256,Branded,False,True,0,1,Labrynth
2257,Labrynth,True,True,0,1,Runick
2258,Runick,False,True,0,0,Labrynth
2259,Labrynth,False,True,0,1,Labrynth
2260,Labrynth,True,True,0,0,Labrynth
2261,Labrynth,True,False,0,1,Runick
2262,Runick,False,False,0,0,Labrynth
2263,Labrynth,False,True,0,1,Labrynth
2264,Labrynth,True,True,0,0,Labrynth
2265,Labrynth2,True,False,0,0,Labrynth
2266,Labrynth,False,False,0,1,Labrynth2
2267,Runick,False,True,0,0,Labrynth
2268,Labrynth,True,True,0,1,Runick
2269,Branded,True,True,0,0,Labrynth
2270,Labrynth,False,True,0,1,Branded
2271,Labrynth,True,False,0,1,Branded
2272,Branded,False,False,0,0,Labrynth
2273,Labrynth,True,True,0,1,Labrynth2
2274,Labrynth2,False,True,0,0,Labrynth
2275,Runick,False,False,0,0,Labrynth
2276,Labrynth,True,False,0,1,Runick
2277,Branded,False,True,0,0,Labrynth
2278,Labrynth,True,True,0,1,Branded
2279,Labrynth,False,False,0,0,Labrynth
2280,Labrynth,True,False,0,1,Labrynth
2281,Labrynth2,False,False,0,0,Labrynth
2282,Labrynth,True,False,0,1,Labrynth2
2283,Branded,False,False,0,0,Labrynth
2284,Labrynth,True,False,0,1,Branded
2285,Runick,False,True,0,1,Labrynth
2286,Labrynth,True,True,0,0,Runick
2287,Labrynth,True,True,0,1,Labrynth2
2288,Labrynth2,False,True,0,0,Labrynth
2289,Labrynth,False,True,0,1,Labrynth
2290,Labrynth,True,True,0,0,Labrynth
2291,Labrynth,False,True,0,0,Labrynth
2292,Labrynth,True,True,0,1,Labrynth
2293,Labrynth,False,True,0,1,Runick
2294,Runick,True,True,0,0,Labrynth
2295,Labrynth,True,True,0,1,Branded
2296,Branded,False,True,0,0,Labrynth
2297,Labrynth,True,False,0,1,Labrynth2
2298,Labrynth2,False,False,0,0,Labrynth
2299,Labrynth,True,False,0,1,Branded
2300,Branded,False,False,0,0,Labrynth
2301,Labrynth2,False,True,0,0,Labrynth
2302,Labrynth,True,True,0,1,Labrynth2
2303,Runick,False,False,0,1,Labrynth
2304,Labrynth,True,False,0,0,Runick
2305,Labrynth,False,False,0,1,Labrynth
2306,Labrynth,True,False,0,0,Labrynth
2307,Labrynth2,False,False,0,1,Labrynth
2308,Labrynth,True,False,0,0,Labrynth2
2309,Branded,False,True,0,1,Labrynth
2310,Labrynth,True,True,0,0,Branded
2311,Labrynth,False,True,0,1,Labrynth2
2312,Labrynth2,True,True,0,0,Labrynth
2313,Runick,True,True,0,0,Labrynth
2314,Labrynth,False,True,0,1,Runick
2315,Labrynth,False,True,0,1,Labrynth
2316,Labrynth,True,True,0,0,Labrynth
2317,Labrynth,False,True,0,1,Branded
2318,Branded,True,True,0,0,Labrynth
2319,Labrynth,True,True,0,0,Runick
2320,Runick,False,True,0,1,Labrynth
2321,Labrynth,True,True,0,0,Labrynth
2322,Labrynth,False,True,0,1,Labrynth
2323,Labrynth,True,True,0,1,Labrynth2
2324,Labrynth2,False,True,0,0,Labrynth
2325,Branded,False,False,0,0,Labrynth
2326,Labrynth,True,False,0,1,Branded
2327,Labrynth,True,True,0,1,Branded
2328,Branded,False,True,0,0,Labrynth
2329,Runick,True,False,0,0,Labrynth
2330,Labrynth,False,False,0,1,Runick
2331,Labrynth2,False,False,0,0,Labrynth
2332,Labrynth,True,False,0,1,Labrynth2
2333,Labrynth,False,False,0,1,Labrynth
2334,Labrynth,True,False,0,0,Labrynth
2335,Branded,False,False,0,0,Labrynth
2336,Labrynth,True,False,0,1,Branded
2337,Branded,False,True,0,0,Labrynth
2338,Labrynth,True,True,0,1,Branded
2339,Labrynth,True,True,0,1,Runick
2340,Runick,False,True,0,0,Labrynth
2341,Labrynth,True,True,0,0,Labrynth
2342,Labrynth,False,True,0,1,Labrynth
2343,Labrynth2,False,True,0,1,Labrynth
2344,Labrynth,True,True,0,0,Labrynth2
2345,Branded,False,False,0,0,Labrynth
2346,Labrynth,True,False,0,1,Branded
2347,Labrynth,False,True,0,1,Labrynth
2348,Labrynth,False,True,0,1,Labrynth2
2349,Labrynth2,True,True,0,0,Labrynth
2350,Labrynth,True,True,0,0,Labrynth
2351,Labrynth,True,False,0,1,Runick
2352,Runick,False,False,0,0,Labrynth
2353,Branded,False,True,0,1,Labrynth
2354,Labrynth,True,True,0,0,Branded
2355,Labrynth,True,False,0,1,Labrynth2
2356,Labrynth2,False,False,0,0,Labrynth
2357,Labrynth,True,True,0,1,Labrynth2
2358,Labrynth2,False,True,0,0,Labrynth
2359,Branded,True,True,0,0,Labrynth
2360,Labrynth,False,True,0,1,Branded
2361,Runick,False,True,0,0,Labrynth
2362,Labrynth,True,True,0,1,Runick
2363,Labrynth,False,False,0,0,Labrynth
2364,Labrynth,True,False,0,1,Labrynth
2365,Labrynth,True,False,0,0,Branded
2366,Branded,False,False,0,1,Labrynth
2367,Labrynth,False,True,0,0,Labrynth
2368,Labrynth,True,True,0,1,Labrynth
2369,Labrynth2,False,False,0,0,Labrynth
2370,Labrynth,True,False,0,1,Labrynth2
2371,Runick,False,False,0,0,Labrynth
2372,Labrynth,True,False,0,1,Runick
2373,Labrynth2,False,True,0,0,Labrynth
2374,Labrynth,True,True,0,1,Labrynth2
2375,Labrynth,False,False,0,0,Labrynth
2376,Labrynth,True,False,0,1,Labrynth
2377,Labrynth,False,True,0,1,Branded
2378,Branded,True,True,0,0,Labrynth
2379,Runick,False,True,0,0,Labrynth
2380,Labrynth,True,True,0,1,Runick
2381,Labrynth,True,True,0,0,Labrynth
2382,Labrynth,False,True,0,1,Labrynth
2383,Labrynth,True,True,0,1,Branded
2384,Branded,False,True,0,0,Labrynth
2385,Labrynth,True,False,0,1,Labrynth2
2386,Labrynth2,False,False,0,0,Labrynth
2387,Runick,False,False,0,0,Labrynth
2388,Labrynth,True,False,0,1,Runick
2389,Labrynth,True,True,0,1,Labrynth
2390,Labrynth,False,True,0,0,Labrynth
2391,Branded,False,False,0,1,Labrynth
2392,Labrynth,True,False,0,0,Branded
2393,Labrynth,True,True,0,0,Runick
2394,Runick,False,True,0,1,Labrynth
2395,Labrynth,True,False,0,0,Labrynth
2396,Labrynth,False,False,0,1,Labrynth
2397,Labrynth,True,True,0,1,Labrynth2
2398,Labrynth2,False,True,0,0,Labrynth
2399,Labrynth,False,True,0,1,Branded
2400,Branded,True,True,0,0,Labrynth
2401,Runick,True,True,0,0,Labrynth
2402,Labrynth,False,True,0,1,Runick
2403,Labrynth,True,False,0,0,Labrynth2
2404,Labrynth2,False,False,0,1,Labrynth
2405,Labrynth,True,True,0,1,Labrynth
2406,Labrynth,False,True,0,0,Labrynth
2407,Branded,False,True,0,1,Labrynth
2408,Labrynth,True,True,0,0,Branded
2409,Labrynth,True,False,0,0,Labrynth
2410,Labrynth,False,False,0,1,Labrynth
2411,Runick,False,False,0,0,Labrynth
2412,Labrynth,True,False,0,1,Runick
2413,Labrynth,False,True,0,1,Labrynth2
2414,Labrynth2,True,True,0,0,Labrynth
2415,Branded,True,False,0,0,Labrynth
2416,Labrynth,False,False,0,1,Branded
2417,Labrynth,True,True,0,1,Branded
2418,Branded,False,True,0,0,Labrynth
2419,Labrynth,False,True,0,1,Labrynth
2420,Labrynth,True,True,0,0,Labrynth
2421,Labrynth,True,True,0,0,Labrynth2
2422,Labrynth2,False,True,0,1,Labrynth
2423,Runick3,False,False,0,0,Labrynth
2424,Labrynth,True,False,0,1,Runick3
2425,Runick2,False,False,0,0,Labrynth
2426,Labrynth,True,False,0,1,Runick2
2427,SnakeEyes,True,False,0,1,Labrynth2
2428,Labrynth2,False,False,0,0,SnakeEyes
2429,Labrynth,False,False,0,1,Yubel
2430,Yubel,True,False,0,0,Labrynth
2431,Labrynth,True,True,0,1,Runick3
2432,Runick3,False,True,0,0,Labrynth
2433,Labrynth2,False,True,0,0,SnakeEyes
2434,SnakeEyes,True,True,0,1,Labrynth2
2435,Runick2,False,True,0,0,Labrynth
2436,Labrynth,True,True,0,1,Runick2
2437,Runick3,False,False,0,1,Labrynth
2438,Labrynth,True,False,0,0,Runick3
2439,Labrynth,True,True,0,1,Yubel
2440,Yubel,False,True,0,0,Labrynth
2441,Labrynth,True,False,0,0,Runick2
2442,Runick2,False,False,0,1,Labrynth
2443,SnakeEyes,True,False,0,1,Labrynth2
2444,Labrynth2,False,False,0,0,SnakeEyes
2445,Runick3,True,True,0,0,Labrynth
2446,Labrynth,False,True,0,1,Runick3
2447,Labrynth,True,False,0,0,Yubel
2448,Yubel,False,False,0,1,Labrynth
2449,Runick2,True,True,0,0,Labrynth
2450,Labrynth,False,True,0,1,Runick2
2451,Runick3,False,True,0,1,Labrynth
2452,Labrynth,True,True,0,0,Runick3
2453,Labrynth2,False,True,0,0,SnakeEyes
2454,SnakeEyes,True,True,0,1,Labrynth2
2455,Runick2,False,True,0,0,Labrynth
2456,Labrynth,True,True,0,1,Runick2
2457,SnakeEyes,True,False,0,0,Labrynth2
2458,Labrynth2,False,False,0,1,SnakeEyes
2459,Yubel,True,True,0,0,Labrynth
2460,Labrynth,False,True,0,1,Yubel
2461,Labrynth,False,False,0,1,Runick3
2462,Runick3,True,False,0,0,Labrynth
2463,SnakeEyes,False,True,0,1,Labrynth2
2464,Labrynth2,True,True,0,0,SnakeEyes
2465,Labrynth,True,True,0,0,Runick3
2466,Runick3,False,True,0,1,Labrynth
2467,Runick2,False,False,0,1,Labrynth
2468,Labrynth,True,False,0,0,Runick2
2469,Yubel,False,True,0,1,Labrynth
2470,SnakeEyes,True,True,0,1,Labrynth2
2471,Labrynth2,False,True,0,0,SnakeEyes
2472,Labrynth,False,True,0,0,Runick3
2473,Labrynth,True,True,0,0,Yubel
2474,Runick3,True,True,0,1,Labrynth
2475,Labrynth,False,True,0,0,Runick2
2476,Runick2,True,True,0,1,Labrynth
2477,Labrynth,False,False,0,1,Runick3
2478,Runick3,True,False,0,0,Labrynth
2479,Labrynth2,False,False,0,1,SnakeEyes
2480,SnakeEyes,True,False,0,0,Labrynth2
2481,Yubel,True,False,0,0,Labrynth
2482,Labrynth,False,False,0,1,Yubel
2483,Runick2,True,False,0,0,Labrynth
2484,Labrynth,False,False,0,1,Runick2
2485,Runick3,False,True,0,1,Labrynth
2486,Labrynth,True,True,0,0,Runick3
2487,SnakeEyes,False,True,0,0,Labrynth2
2488,Labrynth2,True,True,0,1,SnakeEyes
2489,Labrynth,True,True,0,1,Yubel
2490,Yubel,False,True,0,0,Labrynth
2491,Runick2,False,True,0,0,Labrynth
2492,Labrynth,True,True,0,1,Runick2
2493,Runick3,True,True,0,0,Labrynth
2494,Labrynth,False,True,0,1,Runick3
2495,Runick2,False,False,0,1,Labrynth
2496,Labrynth,True,False,0,0,Runick2
2497,Yubel,False,False,0,0,Labrynth
2498,Labrynth,True,False,0,1,Yubel
2499,Runick3,False,False,0,1,Labrynth
2500,Labrynth,True,False,0,0,Runick3
2501,SnakeEyes,False,False,0,1,Labrynth2
2502,Labrynth2,True,False,0,0,SnakeEyes
2503,Runick3,True,True,0,0,Labrynth
2504,Labrynth,False,True,0,1,Runick3
2505,Runick2,True,True,0,0,Labrynth
2506,Labrynth,False,True,0,1,Runick2
2507,Labrynth2,False,True,0,1,SnakeEyes
2508,SnakeEyes,True,True,0,0,Labrynth2
2509,Labrynth,True,True,0,1,Yubel
2510,Yubel,False,True,0,0,Labrynth
2511,Runick3,False,True,0,1,Labrynth
2512,Labrynth,True,True,0,0,Runick3
2513,SnakeEyes,False,True,0,1,Labrynth2
2514,Labrynth2,True,True,0,0,SnakeEyes
2515,Runick2,False,True,0,0,Labrynth
2516,Labrynth,True,True,0,1,Runick2
2517,Yubel,False,False,0,1,Labrynth
2518,Labrynth,True,False,0,0,Yubel
2519,Labrynth,False,False,0,0,Runick3
2520,Runick3,True,False,0,1,Labrynth
2521,Runick2,False,False,0,0,Labrynth
2522,Labrynth,True,False,0,1,Runick2
2523,Labrynth,False,True,0,1,Runick3
2524,Runick3,True,True,0,0,Labrynth
2525,Labrynth2,False,False,0,0,SnakeEyes
2526,SnakeEyes,True,False,0,1,Labrynth2
2527,Runick2,False,True,0,0,Labrynth
2528,Labrynth,True,True,0,1,Runick2
2529,Yubel,True,True,0,0,Labrynth
2530,Labrynth,False,True,0,1,Yubel
2531,Labrynth,True,False,0,1,Runick2
2532,Runick2,False,False,0,0,Labrynth
2533,Labrynth,True,True,0,1,Runick3
2534,Runick3,False,True,0,0,Labrynth
2535,SnakeEyes,True,True,0,0,Labrynth2
2536,Labrynth2,False,True,0,1,SnakeEyes
2537,Labrynth,True,True,0,0,Yubel
2538,Yubel,False,True,0,1,Labrynth
2539,Runick3,False,False,0,0,Labrynth
2540,Labrynth,True,True,0,1,Runick2
2541,Labrynth,True,False,0,1,Runick3
2542,Runick2,False,True,0,0,Labrynth
2543,Labrynth,False,False,0,0,Yubel
2544,Yubel,True,False,0,1,Labrynth
2545,SnakeEyes,False,True,0,1,Labrynth2
2546,Labrynth2,True,True,0,0,SnakeEyes
2547,Runick3,False,True,0,1,Labrynth
2548,Labrynth,True,True,0,0,Runick3
2549,Labrynth,False,True,0,1,Yubel
2550,Yubel,True,True,0,0,Labrynth
2551,Labrynth,True,False,0,1,Runick2
2552,Runick2,False,False,0,0,Labrynth
2553,Labrynth2,False,False,0,1,SnakeEyes
2554,SnakeEyes,True,False,0,0,Labrynth2
2555,Labrynth,True,True,0,1,Yubel
2556,Yubel,False,True,0,0,Labrynth
2557,Runick2,False,True,0,0,Labrynth
2558,Labrynth,False,True,0,1,Runick3
2559,Labrynth,True,True,0,1,Runick2
2560,Runick3,True,True,0,0,Labrynth
2561,Labrynth2,True,True,0,0,SnakeEyes
2562,SnakeEyes,False,True,0,1,Labrynth2
2563,Labrynth,True,False,0,1,Runick2
2564,Labrynth,True,False,0,1,Runick3
2565,Runick3,False,False,0,0,Labrynth
2566,Runick2,False,False,0,0,Labrynth
2567,Yubel,False,False,0,0,Labrynth
2568,Labrynth,True,False,0,1,Yubel
2569,Labrynth,True,True,0,0,Runick2
2570,Runick2,False,True,0,1,Labrynth
2571,Runick3,False,True,0,0,Labrynth
2572,Labrynth,True,True,0,1,Runick3
2573,SnakeEyes,True,True,0,0,Labrynth2
